Hour;TL1H80;TL2H80;TL3H80;TL4H80;TL5H80;TL6H80;TL7H80;TL8H80;TL9H80;TL10H80;WSL1H80;WSL2H80;WSL3H80;WSL4H80;WSL5H80;WSL6H80;WSL7H80;WSL8H80;WSL9H80;WSL10H80;WDL1H80;WDL2H80;WDL3H80;WDL4H80;WDL5H80;WDL6H80;WDL7H80;WDL8H80;WDL9H80;WDL10H80;WG
6;1.95;2.316666667;3.183333333;3.65;3.283333333;3.116666667;1.716666667;4.25;1.783333333;2.616666667;3.768858806;4.047856862;4.041610622;6.841042486;6.412408127;5.997362457;4.63181803;7.146084808;3.716667617;4.847974764;128.0027356;135.6721072;129.2142151;79.58855879;122.5165871;65.20270987;-68.58429406;37.39115506;88.48460853;86.81430099;25.01
7;1.55;1.95;3.05;3.65;3.15;2.85;1.25;4.15;1.65;2.55;4.565446309;4.355743335;3.487692647;6.964136702;6.873848995;5.483402229;5.704244034;6.359158749;3.440610411;4.08735856;132.4256445;131.7427781;157.4054089;91.97493401;131.2251312;69.61516898;-177.7896811;28.6607948;94.50088229;111.2287311;34.24
8;1.85;2.25;2.783333333;3.55;3.383333333;2.85;1.616666667;4.15;1.65;2.483333333;5.164084178;4.724823734;3.628632257;7.789724595;7.233278689;5.396929204;4.271064814;5.856188305;3.448450435;4.510269037;117.1422164;114.7031483;162.9799517;96.54005542;127.025991;74.5793378;-67.86795423;42.35196404;89.61988259;107.7756093;44.2
9;2.15;2.55;2.516666667;3.45;3.616666667;2.85;1.983333333;4.15;1.65;2.416666667;5.762722048;5.093904133;3.769571866;8.615312488;7.592708383;5.310456179;2.837885595;5.353217861;3.456290459;4.933179515;101.8587884;97.66351845;168.5544946;101.1051768;122.8268508;79.54350662;42.05377262;56.04313329;84.73888288;104.3224875;74.09
11;2.983333333;3.416666667;2.45;3.316666667;4.016666667;3.116666667;3.383333333;4.583333333;1.95;2.35;7.263313673;6.695717829;3.744670948;9.559989653;8.617857537;5.416707027;4.871614568;4.026894634;2.964189153;4.624318402;64.62808869;59.96675965;143.0515122;99.66696861;119.1858187;100.6400328;109.2962829;76.2488092;84.50347953;101.5732538;77.57
12;3.516666667;3.983333333;2.65;3.283333333;4.183333333;3.383333333;4.416666667;5.016666667;2.25;2.35;8.165267429;7.928451125;3.57883042;9.679078924;9.283576997;5.6094309;8.338522761;3.203541851;2.464247823;3.892546812;42.68081707;39.30963065;111.9739869;93.66363898;119.7439268;116.7723901;66.6170664;82.76331587;89.1490759;102.2771419;71.14
14;4.016666667;4.683333333;3.15;3.783333333;4.45;3.45;4.883333333;5.316666667;2.55;2.45;10.6348819;11.55777533;3.989386103;11.26279801;9.672756481;6.681438489;12.52076518;2.741733788;2.697489791;4.071942443;23.3846424;22.64407487;67.8273273;64.97247105;106.8544451;131.309531;20.43478128;104.5185484;111.6814256;91.90439906;107.67
16;3.95;4.95;3.75;4.85;4.65;3.05;3.75;5.05;2.55;2.65;13.77020334;16.35095716;5.142178527;14.19205764;9.119676529;8.440005924;13.95143362;3.464823228;4.163856386;5.894276885;28.68683628;30.62722132;41.68905849;19.59679444;79.9592652;128.119098;13.42864411;135;147.4549322;69.75113731;136.5
17;3.65;4.416666667;3.983333333;4.683333333;4.716666667;2.916666667;3.516666667;4.65;2.15;2.75;11.88696848;12.87022069;6.215034876;14.41732553;8.131439511;7.858899199;15.06712239;4.47141453;4.722767832;5.786854727;31.20284816;33.01195843;47.34217267;23.20733665;76.78829853;131.9470214;14.43741653;128.8550171;147.6174962;66.12660148;198.97
18;3.35;3.883333333;4.216666667;4.516666667;4.783333333;2.783333333;3.283333333;4.25;1.75;2.85;10.00373362;9.389484221;7.287891225;14.64259342;7.143202493;7.277792473;16.18281116;5.478005832;5.281679278;5.679432568;33.71886003;35.39669555;52.99528685;26.81787886;73.61733185;135.7749449;15.44618896;122.7100341;147.7800602;62.50206564;205.98
19;3.05;3.35;4.45;4.35;4.85;2.65;3.05;3.85;1.35;2.95;8.120498753;5.908747752;8.360747574;14.86786131;6.154965475;6.696685747;17.29849993;6.484597135;5.840590724;5.572010409;36.23487191;37.78143266;58.64840104;30.42842107;70.44636518;139.6028683;16.45496138;116.5650512;147.9426243;58.8775298;177.2
20;2.85;3.116666667;4.516666667;4.15;4.783333333;2.65;2.783333333;3.783333333;1.35;2.983333333;9.452513306;7.970883853;8.952671096;15.83965491;7.612713558;7.1590299;17.03163122;6.462641558;6.337062756;7.15976351;33.31472515;36.82058233;53.21931409;26.69890387;58.19426596;136.0769445;17.22844185;106.2506452;148.4322817;47.30485219;181.95
21;2.65;2.883333333;4.583333333;3.95;4.716666667;2.65;2.516666667;3.716666667;1.35;3.016666667;10.78452786;10.03301995;9.544594618;16.81144851;9.070461641;7.621374052;16.76476251;6.440685981;6.833534789;8.74751661;30.39457839;35.85973199;47.79022714;22.96938667;45.94216674;132.5510208;18.00192231;95.93623921;148.9219391;35.73217458;200.08
22;2.45;2.65;4.65;3.75;4.65;2.65;2.25;3.65;1.35;3.05;12.11654241;12.09515606;10.13651814;17.78324211;10.52820972;8.083718204;16.4978938;6.418730404;7.330006821;10.33526971;27.47443163;34.89888165;42.36114019;19.23986947;33.69006753;129.0250971;18.77540277;85.62183322;149.4115965;24.15949697;212.62
24;2.516666667;2.85;4.783333333;3.55;5.116666667;2.85;2.45;4.383333333;1.416666667;3.116666667;11.12207963;13.43028359;11.27050869;15.87134386;8.497433358;5.680837589;14.65065242;8.577067686;4.881522547;11.30996258;34.62254452;37.31307461;25.8899249;24.52417925;29.19120008;105.4830149;24.62808127;42.92062703;138.6959407;22.44314019;212.51
1;2.55;2.95;4.85;3.45;5.35;2.95;2.55;4.75;1.45;3.15;10.62484823;14.09784735;11.83750396;14.91539473;7.482045175;4.479397281;13.72703173;9.656236327;3.65728041;11.79730902;38.19660096;38.52017109;17.65431726;27.16633414;26.94176636;93.71197376;27.55442051;21.57002394;133.3381128;21.5849618;182.73
2;2.55;2.783333333;4.45;3.35;4.95;3.15;2.416666667;4.75;1.283333333;3.083333333;11.49570438;14.14970979;11.46202254;14.73393051;8.162114412;5.119124176;12.74506813;9.953740465;3.903356631;12.18316452;31.69150794;33.68393629;16.23205877;26.64495194;23.09723104;79.46218493;29.40801793;19.30467367;147.9357704;21.44904972;191.96
3;2.55;2.616666667;4.05;3.25;4.55;3.35;2.283333333;4.75;1.116666667;3.016666667;12.36656052;14.20157223;11.08654112;14.55246628;8.842183648;5.758851072;11.76310454;10.2512446;4.149432851;12.56902003;25.18641492;28.84770149;14.80980029;26.12356975;19.25269572;65.21239609;31.26161535;17.03932341;162.5334279;21.31313765;198.81
6;2.283333333;2.316666667;3.916666667;3.083333333;4.016666667;3.616666667;2.016666667;4.416666667;0.75;2.683333333;8.016420674;10.18257605;12.17290583;12.66170267;8.230424649;6.100422246;10.70008012;10.30428153;4.126831661;9.921723332;13.04644616;27.39177345;14.27950244;18.21326063;19.14659766;45.48948485;26.66410869;9.777036268;169.1756964;17.55200713;178.89
7;2.15;2.25;4.05;3.05;3.95;3.65;1.95;4.25;0.65;2.55;5.405922678;8.14714674;12.90382889;11.80705298;7.584510531;5.951344386;10.65954971;10.18204793;3.992492956;8.405147232;10.22900829;29.08192683;14.72548276;14.51879717;21.0158163;42.75292364;23.43855665;7.278567833;165.1980019;15.73939791;156.53
8;2.15;2.383333333;4.25;2.95;3.983333333;3.783333333;1.816666667;4.416666667;0.683333333;2.583333333;6.941096269;11.06869803;13.28659762;12.12474901;8.436828485;7.418561169;9.712822133;10.79314674;3.82377212;9.380626215;6.495018304;22.48450496;11.61368106;13.23195535;20.10192973;37.35696615;23.2783896;3.611682887;145.2891107;12.3159636;145.68
9;2.15;2.516666667;4.45;2.85;4.016666667;3.916666667;1.683333333;4.583333333;0.716666667;2.616666667;8.476269861;13.99024932;13.66936634;12.44244504;9.289146438;8.885777953;8.766094558;11.40424555;3.655051285;10.3561052;2.761028321;15.88708308;8.501879368;11.94511354;19.18804317;31.96100866;23.11822254;-0.055202058;125.3802194;8.892529283;155.27
10;2.15;2.65;4.65;2.75;4.05;4.05;1.55;4.75;0.75;2.65;10.01144345;16.91180061;14.05213507;12.76014107;10.14146439;10.35299474;7.819366982;12.01534436;3.486330449;11.33158418;-0.972961662;9.2896612;5.390077675;10.65827172;18.2741566;26.56505118;22.95805549;-3.722087004;105.4713282;5.46909497;150.63
11;2.183333333;2.716666667;4.683333333;2.983333333;4.516666667;4.45;1.383333333;5.083333333;1.05;2.75;9.844071302;14.79521865;12.90849178;11.96649737;9.822618885;9.575055496;9.482641992;11.0202591;3.402495671;10.10211175;3.645263692;11.67465553;3.305669134;12.5520799;16.95229578;27.24685401;17.14213891;-5.026915408;97.94653641;3.096255757;165.97
12;2.216666667;2.783333333;4.716666667;3.216666667;4.983333333;4.85;1.216666667;5.416666667;1.35;2.85;9.676699151;12.67863669;11.76484849;11.17285368;9.503773378;8.797116255;11.145917;10.02517385;3.318660894;8.872639315;8.263489047;14.05964986;1.221260593;14.44588808;15.63043496;27.92865684;11.32622233;-6.331743812;90.42174465;0.723416544;169.29
13;2.25;2.85;4.75;3.45;5.45;5.25;1.05;5.75;1.65;2.95;9.509327;10.56205472;10.6212052;10.37920999;9.184927871;8.019177015;12.80919201;9.030088593;3.234826116;7.643166883;12.8817144;16.44464419;-0.863147948;16.33969626;14.30857414;28.61045967;5.510305747;-7.636572215;82.89695289;-1.649422669;156.85
14;2.183333333;2.783333333;4.75;3.516666667;5.35;5.116666667;1.15;5.65;2.216666667;2.916666667;10.30591127;11.19405569;10.76663972;11.49582073;10.05870419;8.64844379;12.56518419;9.217863865;4.918578984;8.866397902;14.13885077;17.92276842;-2.148968864;13.98091601;15.98586017;30.75817753;8.827924987;-3.496554494;58.60062853;2.431973458;171.14
15;2.116666667;2.716666667;4.75;3.583333333;5.25;4.983333333;1.25;5.55;2.783333333;2.883333333;11.10249553;11.82605666;10.91207424;12.61243147;10.9324805;9.277710565;12.32117637;9.405639136;6.602331852;10.08962892;15.39598714;19.40089265;-3.43478978;11.62213576;17.6631462;32.90589539;12.14554423;0.643463227;34.30430416;6.513369585;138.45
16;2.05;2.65;4.75;3.65;5.15;4.85;1.35;5.45;3.35;2.85;11.8990798;12.45805763;11.05750876;13.72904221;11.80625682;9.906977339;12.07716854;9.593414408;8.286084721;11.31285994;16.65312352;20.87901688;-4.720610697;9.263355506;19.34043223;35.05361326;15.46316347;4.783480949;10.0079798;10.59476571;123.22
17;1.883333333;2.316666667;4.45;3.216666667;4.75;4.85;1.216666667;5.116666667;3.316666667;2.683333333;10.88704814;10.29716045;10.12448925;12.4962292;10.50883796;8.877525413;11.87675469;9.417273974;7.805062594;9.995892047;19.13771341;29.86896516;2.339597806;18.25608846;27.00595456;38.84446095;20.10194601;14.72872116;16.53848227;13.07690034;153.06
18;1.716666667;1.983333333;4.15;2.783333333;4.35;4.85;1.083333333;4.783333333;3.283333333;2.516666667;9.875016482;8.136263276;9.191469732;11.26341618;9.211419107;7.848073487;11.67634083;9.24113354;7.324040467;8.678924154;21.62230331;38.85891344;9.399806309;27.24882141;34.6714769;42.63530864;24.74072855;24.67396138;23.06898474;15.55903497;147.2
19;1.55;1.65;3.85;2.35;3.95;4.85;0.95;4.45;3.25;2.35;8.862984825;5.975366098;8.258450218;10.03060317;7.914000253;6.818621562;11.47592698;9.064993105;6.84301834;7.361956262;24.1068932;47.84886173;16.46001481;36.24155437;42.33699923;46.42615634;29.37951109;34.61920159;29.59948721;18.0411696;148.31
21;1.283333333;1.116666667;3.783333333;2.483333333;3.683333333;4.316666667;0.816666667;4.116666667;2.783333333;2.35;10.22502135;9.130805127;11.50483238;12.94655706;10.75733777;9.557942297;10.55175101;10.42982803;7.669735091;9.794966281;15.65114233;29.31130889;13.07227603;21.70170458;32.39745581;46.3405459;27.1137963;28.29657396;29.09853526;16.22943814;154.32
22;1.15;0.85;3.75;2.55;3.55;4.05;0.75;3.95;2.55;2.35;10.90603961;10.70852464;13.12802346;14.40453401;12.17900653;10.92760266;10.08966303;11.1122455;8.083093467;11.01147129;11.4232669;20.04253247;11.37840663;14.43177969;27.4276841;46.29774068;25.98093891;25.13526015;28.84805929;15.32357241;174.2
23;1.016666667;0.683333333;3.483333333;2.183333333;3.816666667;3.95;0.75;3.65;2.516666667;2.116666667;10.44397214;10.59136667;12.52154553;12.86733645;11.58714679;9.37645023;10.17873272;10.3906384;7.380838413;10.58282533;13.17039653;23.17372319;10.10934001;18.98212371;29.95815314;45.37004294;22.20511177;28.08158517;27.22927009;12.06453357;170.08
1;0.75;0.35;2.95;1.45;4.35;3.75;0.75;3.05;2.45;1.65;9.519837183;10.35705074;11.30858966;9.792941335;10.40342732;6.27414536;10.35687211;8.94742421;5.976328304;9.725533404;16.66465578;29.43610464;7.571206775;28.08281174;35.0190912;43.51464747;14.6534575;33.97423521;23.99169171;5.546455892;189.96
3;0.283333333;0.016666667;2.483333333;1.783333333;4.15;3.283333333;-0.05;3.05;1.916666667;1.45;11.90393768;13.61781684;11.71864863;13.45024089;14.0769561;6.888793126;12.92154153;11.08305359;6.568478689;11.51780698;16.10101456;23.63920567;10.72338884;25.95277885;15.35112105;32.64221348;20.04300349;30.83493379;35.67436657;17.54888127;234.34
4;0.05;-0.15;2.25;1.95;4.05;3.05;-0.45;3.05;1.65;1.35;13.09598794;15.24819989;11.92367812;15.27889067;15.9137205;7.196117008;14.20387623;12.15086828;6.864553882;12.41394377;15.81919395;20.74075618;12.29947988;24.88776241;5.517135979;27.20599649;22.73777649;29.26528307;41.515704;23.55009395;213.57
5;0.016666667;-0.116666667;2.35;1.816666667;4.183333333;2.583333333;-0.683333333;3.183333333;1.75;1.35;11.97140271;13.31073641;11.78324041;15.95165439;14.41453061;6.824201357;13.70902676;11.08039242;6.79247194;12.60817904;17.01415457;22.12089252;12.5884405;26.65745114;-4.720503058;22.80084261;23.83222441;34.87277666;40.15095751;26.96676614;214.84
6;-0.016666667;-0.083333333;2.45;1.683333333;4.316666667;2.116666667;-0.916666667;3.316666667;1.85;1.35;10.84681748;11.37327293;11.64280269;16.62441812;12.91534073;6.452285706;13.21417729;10.00991656;6.720389998;12.8024143;18.2091152;23.50102886;12.87740112;28.42713986;-14.9581421;18.39568872;24.92667232;40.48027025;38.78621102;30.38343832;237.93
7;-0.05;-0.05;2.55;1.55;4.45;1.65;-1.15;3.45;1.95;1.35;9.722232254;9.435809451;11.50236497;17.29718185;11.41615084;6.080370055;12.71932781;8.939440698;6.648308055;12.99664957;19.40407582;24.88116521;13.16636174;30.19682859;-25.19578113;13.99053484;26.02112024;46.08776384;37.42146453;33.8001105;237.67
8;-0.083333333;-0.183333333;2.583333333;1.683333333;4.283333333;2.016666667;-0.95;3.683333333;2.083333333;1.483333333;10.76354505;10.6665665;13.56672146;17.92371551;11.75643833;6.750710198;13.27342876;9.995125174;6.844408144;13.79829016;14.72271327;22.07443216;12.27237516;20.63919953;-25.66593953;-6.106960999;23.11862081;32.39952226;19.84640055;22.26058851;228.07
9;-0.116666667;-0.316666667;2.616666667;1.816666667;4.116666667;2.383333333;-0.75;3.916666667;2.216666667;1.616666667;11.80485784;11.89732354;15.63107795;18.55024918;12.09672582;7.421050342;13.8275297;11.05080965;7.040508233;14.59993076;10.04135072;19.26769911;11.37838858;11.08157046;-26.13609793;-26.20445684;20.21612138;18.71128069;2.271336575;10.72106653;211.84
10;-0.15;-0.45;2.65;1.95;3.95;2.75;-0.55;4.15;2.35;1.75;12.84617064;13.12808059;17.69543444;19.17678284;12.43701331;8.091390486;14.38163064;12.10649413;7.236608322;15.40157135;5.359988174;16.46096606;10.484402;1.523941395;-26.60625633;-46.30195267;17.31362194;5.023039112;-15.3037274;-0.818455462;211.78
11;0.116666667;-0.216666667;2.683333333;2.183333333;4.15;2.516666667;-0.483333333;3.883333333;2.483333333;1.816666667;11.38454123;11.94432913;16.95943632;16.99811366;10.78823806;7.943377818;13.61601504;11.2034676;7.530105293;13.91418589;6.222709049;16.34937435;7.581616087;0.804434528;-18.75784749;-52.01295139;19.61977092;-5.842628415;-19.96276882;-4.377244707;193.8
12;0.383333333;0.016666667;2.716666667;2.416666667;4.35;2.283333333;-0.416666667;3.616666667;2.616666667;1.883333333;9.922911818;10.76057766;16.22343819;14.81944447;9.139462804;7.795365151;12.85039943;10.30044107;7.823602264;12.42680043;7.085429924;16.23778264;4.67883017;0.084927662;-10.90943864;-57.72395011;21.9259199;-16.70829594;-24.62181024;-7.936033952;185.64
13;0.65;0.25;2.75;2.65;4.55;2.05;-0.35;3.35;2.75;1.95;8.461282409;9.576826197;15.48744007;12.64077529;7.490687552;7.647352483;12.08478382;9.397414538;8.117099236;10.93941498;7.9481508;16.12619093;1.776044253;-0.634579204;-3.061029799;-63.43494882;24.23206888;-27.57396347;-29.28085166;-11.4948232;191.06
14;0.483333333;0.183333333;2.85;2.55;4.416666667;2.283333333;-0.35;3.283333333;1.85;1.983333333;8.932814842;9.494557943;15.84136185;13.39226269;9.091678691;6.421303812;12.01962459;10.95277716;8.444915968;11.54711774;9.569427397;18.7175061;-1.467249943;1.065800483;-1.574580726;-50.47777267;22.87887917;-24.31719278;-49.31070157;-12.47262437;193.7
15;0.316666667;0.116666667;2.95;2.45;4.283333333;2.516666667;-0.35;3.216666667;0.95;2.016666667;9.404347275;9.41228969;16.19528364;14.14375009;10.69266983;5.195255141;11.95446535;12.50813979;8.772732701;12.1548205;11.19070399;21.30882126;-4.710544139;2.766180171;-0.088131653;-37.52059652;21.52568946;-21.0604221;-69.34055148;-13.45042555;191.43
16;0.15;0.05;3.05;2.35;4.15;2.75;-0.35;3.15;0.05;2.05;9.875879708;9.330021436;16.54920542;14.89523749;12.29366097;3.96920647;11.88930612;14.06350241;9.100549434;12.76252326;12.81198059;23.90013643;-7.953838335;4.466559859;1.39831742;-24.56342037;20.17249976;-17.80365141;-89.37040139;-14.42822672;188.85
17;0.016666667;0.05;2.983333333;2.15;3.883333333;2.516666667;-0.45;2.75;-0.35;1.816666667;8.967987291;7.94315419;15.33931677;13.64946531;11.0669971;4.543562802;11.10673164;13.16121388;7.789079542;10.5100953;16.63184618;32.94873294;-2.393914925;8.819562697;5.933630953;8.392211141;21.86468802;-22.18458489;-77.14981905;-7.867186212;181.26
18;-0.116666667;0.05;2.916666667;1.95;3.616666667;2.283333333;-0.55;2.35;-0.75;1.583333333;8.060094875;6.556286943;14.12942812;12.40369313;9.840333235;5.117919135;10.32415716;12.25892535;6.47760965;8.25766734;20.45171176;41.99732946;3.166008484;13.17256554;10.46894449;41.34784265;23.55687628;-26.56551838;-64.9292367;-1.306145703;151.32
21;-0.916666667;-0.283333333;2.25;0.95;2.683333333;1.983333333;-1.383333333;1.216666667;-0.616666667;1.016666667;6.935291985;4.886689242;13.64454293;11.59968487;8.468492298;7.27611562;8.115878498;7.526727834;5.131504021;9.827061505;18.80533063;47.64143596;5.282660552;16.88492657;24.17672439;60.07426755;29.73140002;-31.37823379;1.343146077;7.171699838;131.81
22;-1.25;-0.45;1.95;0.55;2.35;1.95;-1.75;0.85;-0.35;0.85;6.826836749;4.745324014;14.00704466;11.82056682;8.395903763;8.068035697;7.403026408;5.611773338;5.114186152;11.73797257;16.07220728;45.93919095;3.561024882;16.56460567;28.76295758;52.95966425;31.97256776;-31.59412476;28.36904629;8.130102354;99.55
23;-1.483333333;-0.45;1.583333333;0.483333333;2.116666667;1.816666667;-1.85;0.583333333;0.083333333;0.55;6.392096877;4.444260951;11.39805404;10.38509565;7.396312131;8.030859388;6.882682446;5.570222654;5.453772044;9.830380852;18.8427553;56.21262066;2.466727477;17.79096649;45.36368825;46.09703553;40.43865989;2.517090396;34.970198;6.214061119;73.77
24;-1.716666667;-0.45;1.216666667;0.416666667;1.883333333;1.683333333;-1.95;0.316666667;0.516666667;0.25;5.957357005;4.143197887;8.789063429;8.949624482;6.396720499;7.99368308;6.362338484;5.52867197;5.793357936;7.922789136;21.61330331;66.48605037;1.372430072;19.01732732;61.96441893;39.2344068;48.90475203;36.62830555;41.57134971;4.298019885;62.7
1;-1.95;-0.45;0.85;0.35;1.65;1.55;-2.05;0.05;0.95;-0.05;5.522617133;3.842134823;6.180072815;7.514153312;5.397128866;7.956506771;5.841994522;5.487121285;6.132943828;6.01519742;24.38385133;76.75948008;0.278132667;20.24368815;78.5651496;32.37177808;57.37084416;70.73952071;48.17250142;2.38197865;58.7
3;-1.883333333;-0.716666667;0.183333333;0.35;1.05;1.283333333;-1.983333333;1.25;0.883333333;-0.25;4.165331694;3.868761066;6.211430994;6.881895959;6.461636416;8.880027482;5.229830555;7.544563152;7.060045419;6.168419156;54.5906072;109.9302786;12.90642456;25.00431041;92.11050889;34.28274284;67.05443937;45.00177081;49.76096996;11.96197315;40.56
5;-2.05;-1.25;-0.083333333;0.183333333;0.75;1.116666667;-2.083333333;1.65;0.75;-0.45;3.402162635;3.939974013;5.358588933;5.845518143;7.51879918;8.408574547;4.549187644;8.224019396;7.107880156;5.288544691;83.91627559;137.2602834;20.39423485;44.2823635;104.7970786;41.33063511;79.89436678;31.85634538;44.89129456;25.40764161;40.88
7;-2.45;-2.05;0.05;-0.15;0.75;1.05;-2.35;1.25;0.55;-0.65;3.233109958;4.055773662;3.621546631;4.405019864;8.568617158;6.542147965;3.800065789;7.525490017;6.27644804;3.375574025;112.3608565;158.7494945;22.74156353;78.07784741;116.6248589;53.51545489;95.89062642;31.30324442;33.5634752;42.71898403;47.94
8;-2.116666667;-1.916666667;0.15;-0.016666667;1.15;1.016666667;-1.916666667;1.383333333;0.516666667;-0.616666667;3.287847464;3.967292375;3.3052379;4.711265933;9.244939649;6.693593587;3.454439381;7.723446538;6.456458703;3.693535097;107.3310529;150.619215;61.52651473;82.76955254;110.0623226;64.36566409;101.2969004;35.46961404;36.14646367;56.66796984;45.79
9;-1.783333333;-1.783333333;0.25;0.116666667;1.55;0.983333333;-1.483333333;1.516666667;0.483333333;-0.583333333;3.342584969;3.878811088;2.988929168;5.017512002;9.92126214;6.84503921;3.108812974;7.92140306;6.636469367;4.011496169;102.3012492;142.4889356;100.3114659;87.46125766;103.4997863;75.21587329;106.7031744;39.63598366;38.72945215;70.61695565;39.77
10;-1.45;-1.65;0.35;0.25;1.95;0.95;-1.05;1.65;0.45;-0.55;3.397322475;3.790329801;2.672620437;5.323758071;10.59758463;6.996484832;2.763186566;8.119359581;6.81648003;4.329457241;97.27144555;134.3586561;139.0964171;92.15296279;96.93724995;86.06608249;112.1094483;43.80235329;41.31244062;84.56594146;37.72
12;-0.25;-0.783333333;1.083333333;1.583333333;2.283333333;1.616666667;1.016666667;2.783333333;1.716666667;0.85;3.956755885;4.591098431;4.523442206;5.463175034;10.59698069;7.033542023;1.711280161;6.03585087;4.53421414;3.941729787;81.36007391;123.0780646;159.4579544;101.3479182;108.6680509;105.1146622;55.80046636;53.77464117;58.63028692;95.98844293;30.55
13;0.35;-0.35;1.45;2.25;2.45;1.95;2.05;3.35;2.35;1.55;4.236472589;4.991482746;5.44885309;5.532883516;10.59667872;7.052070618;1.185326959;4.994096515;3.393081196;3.74786606;73.40438808;117.4377689;169.638723;105.9453959;114.5334514;114.638952;27.64597536;58.76078511;67.28921006;101.6996937;43.14
14;0.383333333;-0.083333333;1.25;2.15;2.25;2.116666667;1.883333333;3.15;2.183333333;1.283333333;5.396614074;5.3140142;5.989263682;6.008900292;9.84049483;8.172174429;1.795725031;5.150535904;4.253873511;4.205507691;63.46370439;100.3401452;169.4231619;101.7008608;94.17115906;114.4358127;14.41233053;66.26112707;76.94110437;103.5555469;71.66
15;0.416666667;0.183333333;1.05;2.05;2.05;2.283333333;1.716666667;2.95;2.016666667;1.016666667;6.55675556;5.636545655;6.529674274;6.484917069;9.084310935;9.292278241;2.406123103;5.306975294;5.114665826;4.663149323;53.52302069;83.24252147;169.2076008;97.45632561;73.80886672;114.2326735;1.178685698;73.76146903;86.59299868;105.4114001;65.6
17;0.25;0.35;0.683333333;1.583333333;1.516666667;2.316666667;0.716666667;2.383333333;1.483333333;0.25;7.301563491;5.883823047;5.607475414;7.051332464;8.132612202;9.605886984;3.816478046;5.665587823;6.26077634;5.357831372;32.0779891;50.12570614;161.1548516;72.52132202;62.53372272;116.0294901;5.990549003;89.8916434;102.5056044;107.3665071;54.53
18;0.05;0.25;0.516666667;1.216666667;1.183333333;2.183333333;-0.116666667;2.016666667;1.116666667;-0.25;6.886229937;5.808568985;4.144865964;7.141731082;7.937097364;8.799391915;4.616434917;5.867760962;6.546094539;5.59487179;20.5736412;34.10651451;153.3176636;51.83085357;71.62087105;118.0294459;24.03605714;98.52147581;108.7663158;107.4657609;81.47
19;-0.15;0.15;0.35;0.85;0.85;2.05;-0.95;1.65;0.75;-0.75;6.470896383;5.733314922;2.682256513;7.2321297;7.741582526;7.992896847;5.416391788;6.069934102;6.831412738;5.831912208;9.0692933;18.08732288;145.4804755;31.14038512;80.70801938;120.0294018;42.08156528;107.1513082;115.0270271;107.5650147;95.17
20;-0.116666667;0.016666667;0.616666667;0.583333333;1.083333333;1.95;-0.75;1.616666667;0.583333333;-0.75;7.666452361;6.983167961;3.952143693;9.073918412;8.929598797;7.393032176;6.107425405;6.107350761;6.934116423;6.329810064;5.305427789;15.60304913;105.2761846;25.35549415;67.47836734;103.4455086;34.85266888;99.48456494;113.5742708;81.73168323;100.77
21;-0.083333333;-0.116666667;0.883333333;0.316666667;1.316666667;1.85;-0.55;1.583333333;0.416666667;-0.75;8.862008339;8.233020999;5.222030873;10.91570712;10.11761507;6.793167505;6.798459022;6.144767421;7.036820109;6.827707921;1.541562278;13.11877538;65.07189367;19.57060317;54.24871529;86.86161541;27.62377248;91.81782165;112.1215144;55.89835177;131.07
22;-0.05;-0.25;1.15;0.05;1.55;1.75;-0.35;1.55;0.25;-0.75;10.05756432;9.482874037;6.491918052;12.75749584;11.30563134;6.193302835;7.48949264;6.18218408;7.139523794;7.325605777;-2.222303232;10.63450163;24.86760275;13.78571219;41.01906324;70.27772224;20.39487608;84.15107835;110.6687581;30.06502032;133.87
23;0.05;-0.316666667;1.283333333;-0.05;1.55;1.45;-0.416666667;1.616666667;0.216666667;-0.716666667;10.20244827;10.33975403;7.526238316;12.07514039;10.86611979;5.555223663;7.816200521;5.861219767;6.187334058;7.21028446;2.274162684;15.36354106;20.81296413;18.81125964;44.77304154;83.78741183;18.42846737;80.41864149;113.7715663;25.16678517;153.58
2;-0.283333333;-0.783333333;1.383333333;-0.15;1.416666667;0.85;-0.716666667;1.55;0.15;-0.583333333;11.19472612;12.37446744;9.427244056;11.91561645;11.04263969;4.515923301;9.294621985;6.076775971;4.341723068;8.070182329;9.028784134;20.89908139;12.18966667;25.17575995;41.89464838;125.7010346;16.6036048;62.85568296;128.1488534;19.38518534;160.07
3;-0.816666667;-1.116666667;1.216666667;-0.05;1.283333333;0.85;-0.883333333;1.35;0.15;-0.516666667;11.89723607;12.69542087;9.259609269;13.12080341;12.0981827;4.752781283;10.11962769;6.934260801;4.400491548;9.160722833;6.790473752;16.97654285;11.67564644;21.48916535;31.5082986;140.5952781;18.71155964;52.75759815;136.3205241;23.40005579;150.63
4;-1.35;-1.45;1.05;0.05;1.15;0.85;-1.05;1.15;0.15;-0.45;12.59974603;13.0163743;9.091974483;14.32599037;13.15372571;4.989639266;10.94463339;7.791745632;4.459260028;10.25126334;4.55216337;13.05400431;11.16162621;17.80257075;21.12194883;155.4895217;20.81951449;42.65951334;144.4921949;27.41492623;191.8
